Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.02  258687/258687      void std::shuffle<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [37]
[53]     0.0    0.00    0.02  258687         std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [53]
                0.00    0.02  258687/258700      unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [49]
                0.00    0.00  258687/258700      std::uniform_int_distribution<unsigned long>::uniform_int_distribution(unsigned long, unsigned long) [239]
                0.00    0.00  258687/258687      std::pair<std::__decay_and_strip<unsigned long>::__type, std::__decay_and_strip<unsigned long>::__type> std::make_pair<unsigned long, unsigned long>(unsigned long&&, unsigned long&&) [241]
-----------------------------------------------
                0.01    0.01 2919508/2919508     std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [33]
[54]     0.0    0.01    0.01 2919508         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [54]
                0.00    0.01 2919508/2940209     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [69]
-----------------------------------------------
                0.00    0.00    3433/5787133     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [104]
                0.00    0.00   20100/5787133     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [103]
                0.00    0.00   20300/5787133     PFSP::simplifiedRZHeuristic() [13]
                0.00    0.00 1140620/5787133     std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [24]
                0.00    0.00 2281240/5787133     PFSP::insert(std::vector<int, std::allocator<int> >&, int, int) [19]
                0.00    0.00 2321440/5787133     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [25]
[55]     0.0    0.01    0.01 5787133         std::vector<int, std::allocator<int> >::begin() [55]
                0.01    0.00 5787133/18381996     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [38]
-----------------------------------------------
                0.00    0.00    5430/2276922     PFSP::transpose(std::vector<int, std::allocator<int> >&, int, int) [108]
                0.00    0.00 1035198/2276922     std::pair<int, int>::swap(std::pair<int, int>&) [84]
                0.01    0.00 1236294/2276922     PFSP::exchange(std::vector<int, std::allocator<int> >&, int, int) [81]
[56]     0.0    0.01    0.01 2276922         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [56]
                0.01    0.00 6830766/9112006     std::remove_reference<int&>::type&& std::move<int&>(int&) [65]
-----------------------------------------------
                0.00    0.02  517400/517400      PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[57]     0.0    0.00    0.02  517400         std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&) [57]
                0.00    0.01  517179/517400      void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&) [87]
                0.00    0.00  517400/517400      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back() [91]
                0.00    0.00 1034800/4139642     int& std::forward<int&>(std::remove_reference<int&>::type&) [78]
                0.00    0.00     221/221         void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [113]
                0.00    0.00     221/518331      std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::end() [97]
-----------------------------------------------
                0.00    0.00 1140620/2301340     std::vector<int, std::allocator<int> >::erase(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [24]
                0.01    0.00 1160720/2301340     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [25]
[58]     0.0    0.01    0.00 2301340         std::vector<int, std::allocator<int> >::cbegin() const [58]
                0.00    0.00 2301340/8148022     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [66]
-----------------------------------------------
                0.01    0.00 1160720/1160720     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [25]
[59]     0.0    0.01    0.00 1160720         decltype ((({parm#1}.base)())-(({parm#2}.base)())) __gnu_cxx::operator-<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [59]
                0.00    0.00 1160720/12656922     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [43]
                0.00    0.00 1160720/12750702     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [176]
-----------------------------------------------
                0.00    0.01       1/1           PFSP::simplifiedRZHeuristic() [13]
[60]     0.0    0.00    0.01       1         void std::sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [60]
                0.01    0.00       1/1           void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [61]
                0.00    0.00       1/1           __gnu_cxx::__ops::__iter_less_iter() [396]
-----------------------------------------------
                0.01    0.00       1/1           void std::sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [60]
[61]     0.0    0.01    0.00       1         void std::__sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [61]
                0.00    0.00       1/1           void std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, long, __gnu_cxx::__ops::_Iter_less_iter) [119]
                0.00    0.00       1/1           void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [154]
                0.00    0.00       1/3157599     bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [189]
                0.00    0.00       1/258984      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [236]
                0.00    0.00       1/1           std::__lg(long) [478]
-----------------------------------------------
                0.00    0.01 2919932/2919932     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [63]
[62]     0.0    0.00    0.01 2919932         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [62]
                0.01    0.00 2919932/5839443     std::allocator<int>::~allocator() [44]
-----------------------------------------------
                0.00    0.01 2919932/2919932     std::vector<int, std::allocator<int> >::~vector() [64]
[63]     0.0    0.00    0.01 2919932         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [63]
                0.00    0.01 2919932/2919932     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [62]
                0.00    0.00 2919932/2940632     std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [192]
-----------------------------------------------
                0.00    0.00       1/2919932     std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
                0.00    0.00       5/2919932     main [1]
                0.00    0.00      20/2919932     Machine::~Machine() [148]
                0.00    0.00      26/2919932     PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >) [2]
                0.00    0.00     200/2919932     Job::~Job() [129]
                0.00    0.00   20300/2919932     PFSP::simplifiedRZHeuristic() [13]
                0.00    0.01 2899380/2919932     PFSP::iterative_improvement_first(std::vector<int, std::allocator<int> >, std::function<void (std::vector<int, std::allocator<int> >&, int, int)>, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [3]
[64]     0.0    0.00    0.01 2919932         std::vector<int, std::allocator<int> >::~vector() [64]
                0.00    0.01 2919932/2919932     std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [63]
                0.00    0.00 2919932/5884277     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [179]
                0.00    0.00 2919932/2920332     void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [198]
-----------------------------------------------
                0.00    0.00 1140620/9112006     std::vector<int, std::allocator<int> >::insert(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00 1140620/9112006     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [36]
                0.01    0.00 6830766/9112006     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&) [56]
