Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [154]
[155]    0.0    0.00    0.00       1         void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [155]
                0.00    0.00       6/517473      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [99]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::move_backward<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [160]
                0.00    0.00      16/3157599     bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [189]
                0.00    0.00      15/1148        bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) const [265]
                0.00    0.00      15/2898773     __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++() [200]
                0.00    0.00      10/852925      std::remove_reference<std::pair<int, int>&>::type&& std::move<std::pair<int, int>&>(std::pair<int, int>&) [226]
                0.00    0.00      10/4455823     __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator*() const [185]
                0.00    0.00      10/194         __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter) [299]
                0.00    0.00      10/194         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Val_less_iter) [300]
                0.00    0.00       5/771         std::pair<int, int>::operator=(std::pair<int, int>&&) [267]
                0.00    0.00       1/14          bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [310]
-----------------------------------------------
                                                 <spontaneous>
[156]    0.0    0.00    0.00                 bool std::operator!=<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [156]
                0.00    0.00       6/2898691     bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [45]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [158]
[157]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
                0.00    0.00       2/2           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [162]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [164]
                0.00    0.00       1/5839443     std::allocator<int>::~allocator() [44]
                0.00    0.00       1/2919932     std::vector<int, std::allocator<int> >::~vector() [64]
                0.00    0.00       2/5884277     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [179]
                0.00    0.00       1/1           std::_Vector_base<int, std::allocator<int> >::get_allocator() const [397]
                0.00    0.00       1/1           void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&) [470]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[158]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [158]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
                0.00    0.00       1/1           std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [480]
-----------------------------------------------
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [161]
[159]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [159]
                0.00    0.00       5/517473      __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator+(long) const [99]
                0.00    0.00       5/20          std::pair<int, int>* std::__niter_base<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [306]
-----------------------------------------------
                0.00    0.00       5/5           void std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__ops::_Iter_less_iter) [155]
[160]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::move_backward<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [160]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [161]
                0.00    0.00      10/10          __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__miter_base<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [332]
-----------------------------------------------
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::move_backward<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [160]
[161]    0.0    0.00    0.00       5         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [161]
                0.00    0.00       5/5           __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > std::__niter_wrap<__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*) [159]
                0.00    0.00      15/20          std::pair<int, int>* std::__niter_base<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [306]
                0.00    0.00       5/5           std::pair<int, int>* std::__copy_move_backward_a<true, std::pair<int, int>*, std::pair<int, int>*>(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*) [347]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
[162]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_swap_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data&) [162]
                0.00    0.00       2/2919934     std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [39]
                0.00    0.00       6/6           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_M_copy_data(std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data const&) [337]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [164]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [165]
[163]    0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [163]
                0.00    0.00       2/2919510     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
[164]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&) [164]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [163]
-----------------------------------------------
                                                 <spontaneous>
[165]    0.0    0.00    0.00                 std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [165]
                0.00    0.00       1/2           std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [163]
-----------------------------------------------
                                                 <spontaneous>
[166]    0.0    0.00    0.00                 int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [166]
                0.00    0.00       1/2923342     int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [51]
                0.00    0.00       1/6463169     int* std::__niter_base<int*>(int*) [178]
                0.00    0.00       1/4060729     int* std::__niter_wrap<int*>(int* const&, int*) [186]
-----------------------------------------------
                                                 <spontaneous>
[167]    0.0    0.00    0.00                 void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [167]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [168]
                0.00    0.00       1/2940209     std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [69]
                0.00    0.00       2/5884277     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [179]
-----------------------------------------------
                0.00    0.00       1/1           void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [167]
[168]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [168]
                0.00    0.00       1/5839443     std::allocator<int>::~allocator() [44]
                0.00    0.00       1/5839020     std::allocator<int>::allocator(std::allocator<int> const&) [183]
                0.00    0.00       1/41001       std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [244]
-----------------------------------------------
                0.00    0.00    1542/15018138     std::pair<int, int>::operator=(std::pair<int, int>&&) [267]
                0.00    0.00 1043540/15018138     std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [109]
                0.00    0.00 1140620/15018138     void std::vector<int, std::allocator<int> >::_M_insert_aux<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [36]
                0.00    0.00 1140620/15018138     void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [219]
                0.00    0.00 1140620/15018138     void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [217]
                0.00    0.00 2281240/15018138     std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [20]
                0.00    0.00 2472588/15018138     std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#2}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [34]
                0.00    0.00 5797368/15018138     std::function<void (std::vector<int, std::allocator<int> >&, int, int)>::operator()(std::vector<int, std::allocator<int> >&, int, int) const [18]
[175]    0.0    0.00    0.00 15018138         int&& std::forward<int>(std::remove_reference<int>::type&) [175]
-----------------------------------------------
                0.00    0.00 1140620/12750702     bool __gnu_cxx::operator==<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [102]
                0.00    0.00 1160720/12750702     decltype ((({parm#1}.base)())-(({parm#2}.base)())) __gnu_cxx::operator-<int const*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [59]
                0.00    0.00 4602680/12750702     __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [208]
                0.00    0.00 5846682/12750702     int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [67]
[176]    0.0    0.00    0.00 12750702         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [176]
-----------------------------------------------
                0.00    0.00      20/6834080     std::pair<int, int>* std::__niter_base<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >) [306]
                0.00    0.00      28/6834080     bool __gnu_cxx::operator==<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [310]
                0.00    0.00     424/6834080     bool __gnu_cxx::operator< <std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [291]
                0.00    0.00     442/6834080     void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&) [113]
                0.00    0.00  517968/6834080     __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::difference_type __gnu_cxx::operator-<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [236]
                0.00    0.00 6315198/6834080     bool __gnu_cxx::operator!=<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&) [189]
[177]    0.0    0.00    0.00 6834080         __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const [177]
-----------------------------------------------
                0.00    0.00       1/6463169     int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [166]
                0.00    0.00     200/6463169     int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [298]
                0.00    0.00  121200/6463169     int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [248]
                0.00    0.00 2919908/6463169     int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [29]
                0.00    0.00 3421860/6463169     int* std::__copy_move_backward_a2<true, int*, int*>(int*, int*, int*) [48]
[178]    0.0    0.00    0.00 6463169         int* std::__niter_base<int*>(int*) [178]
-----------------------------------------------
                0.00    0.00       2/5884277     std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [157]
                0.00    0.00       2/5884277     void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [167]
                0.00    0.00     400/5884277     std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [135]
                0.00    0.00     400/5884277     int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [112]
                0.00    0.00    3833/5884277     std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [104]
                0.00    0.00   40200/5884277     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [103]
                0.00    0.00 2919508/5884277     std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [23]
                0.00    0.00 2919932/5884277     std::vector<int, std::allocator<int> >::~vector() [64]
[179]    0.0    0.00    0.00 5884277         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [179]
-----------------------------------------------
                0.00    0.00    6866/5846682     __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [106]
                0.00    0.00 5839816/5846682     int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [32]
[180]    0.0    0.00    0.00 5846682         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [180]
-----------------------------------------------
                0.00    0.00 5839443/5839443     std::allocator<int>::~allocator() [44]
[181]    0.0    0.00    0.00 5839443         __gnu_cxx::new_allocator<int>::~new_allocator() [181]
-----------------------------------------------
                0.00    0.00 5839020/5839020     std::allocator<int>::allocator(std::allocator<int> const&) [183]
[182]    0.0    0.00    0.00 5839020         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [182]
-----------------------------------------------
                0.00    0.00       1/5839020     std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [168]
                0.00    0.00       1/5839020     std::_Vector_base<int, std::allocator<int> >::get_allocator() const [397]
                0.00    0.00 2919508/5839020     std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [199]
                0.00    0.00 2919510/5839020     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [40]
[183]    0.0    0.00    0.00 5839020         std::allocator<int>::allocator(std::allocator<int> const&) [183]
                0.00    0.00 5839020/5839020     __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [182]
-----------------------------------------------
                0.00    0.00  521770/5797368     std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#1}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [109]
                0.00    0.00 1140620/5797368     std::_Function_handler<void (std::vector<int, std::allocator<int> >&, int, int), PFSP::variable_neighborhood_descent_first(std::vector<int, std::allocator<int> >)::{lambda(std::vector<int, std::allocator<int> >&, int, int)#3}>::_M_invoke(std::_Any_data const&, std::vector<int, std::allocator<int> >&, int&&, std::_Any_data const&) [20]
